Release Period,State,Facility ID,Completed Surveys,Response Rate (%)
07_2015,FL,100019,300 or more,34
07_2015,FL,100022,300 or more,22
07_2015,FL,100023,300 or more,28
07_2015,FL,100025,300 or more,34
07_2015,FL,100026,300 or more,32
07_2015,FL,100028,300 or more,29
07_2015,FL,100029,300 or more,31
07_2015,FL,100030,300 or more,18
07_2015,FL,100032,300 or more,22
07_2015,FL,100034,300 or more,21
07_2015,FL,100035,300 or more,26
07_2015,FL,100038,300 or more,21
07_2015,FL,100039,300 or more,15
07_2015,FL,100040,300 or more,28
07_2015,FL,100043,300 or more,30
07_2015,FL,100044,300 or more,30
07_2015,FL,100045,300 or more,27
07_2015,FL,100046,300 or more,28
07_2015,FL,100047,300 or more,40
07_2015,FL,100048,Between 100 and 299,35
07_2015,FL,100049,300 or more,28
07_2015,FL,100050,300 or more,20
07_2015,FL,100051,300 or more,23
07_2015,FL,100052,300 or more,27
07_2015,FL,100053,300 or more,33
07_2015,FL,100054,300 or more,32
07_2015,FL,100055,300 or more,28
07_2015,FL,100057,300 or more,28
07_2015,FL,100062,300 or more,30
07_2015,FL,100063,300 or more,26
07_2015,FL,100067,300 or more,27
07_2015,FL,100068,300 or more,33
07_2015,FL,100069,300 or more,28
07_2015,FL,100070,300 or more,41
07_2015,FL,100071,300 or more,24
07_2015,FL,100072,300 or more,26
07_2015,FL,100073,300 or more,29
07_2015,FL,100075,300 or more,22
07_2015,FL,100077,300 or more,33
07_2015,FL,100080,300 or more,28
07_2015,FL,100081,Between 100 and 299,18
07_2015,FL,100084,300 or more,34
07_2015,FL,100086,300 or more,22
07_2015,FL,100087,300 or more,38
07_2015,FL,100088,300 or more,23
07_2015,FL,100090,300 or more,26
07_2015,FL,100092,300 or more,26
07_2015,FL,100093,300 or more,34
07_2015,FL,100099,300 or more,31
07_2015,FL,100102,300 or more,15
07_2015,FL,100105,300 or more,27
07_2015,FL,100106,Between 100 and 299,24
07_2015,FL,100107,300 or more,24
07_2015,FL,100109,300 or more,30
07_2015,FL,100110,300 or more,28
07_2015,FL,100113,300 or more,23
07_2015,FL,100117,300 or more,28
07_2015,FL,100118,300 or more,34
07_2015,FL,100121,300 or more,26
07_2015,FL,100122,300 or more,31
07_2015,FL,100124,300 or more,23
07_2015,FL,100125,300 or more,13
07_2015,FL,100126,300 or more,27
07_2015,FL,100127,300 or more,32
07_2015,FL,100128,300 or more,26
07_2015,FL,100130,300 or more,38
07_2015,FL,100131,300 or more,26
07_2015,FL,100132,300 or more,23
07_2015,FL,100135,300 or more,26
07_2015,FL,100137,300 or more,29
07_2015,FL,100140,300 or more,23
07_2015,FL,100142,300 or more,22
07_2015,FL,100150,300 or more,24
07_2015,FL,100151,300 or more,35
07_2015,FL,100154,300 or more,23
07_2015,FL,100156,300 or more,32
07_2015,FL,100157,300 or more,26
07_2015,FL,100161,300 or more,27
07_2015,FL,100166,300 or more,34
07_2015,FL,100167,300 or more,25
07_2015,FL,100168,300 or more,36
07_2015,FL,100173,300 or more,23
07_2015,FL,100175,300 or more,32
07_2015,FL,100176,300 or more,42
07_2015,FL,100177,300 or more,34
07_2015,FL,100179,300 or more,28
07_2015,FL,100180,300 or more,23
07_2015,FL,100181,Between 100 and 299,11
07_2015,FL,100183,300 or more,29
07_2015,FL,100187,300 or more,31
07_2015,FL,100189,300 or more,27
07_2015,FL,100191,300 or more,29
07_2015,FL,100200,300 or more,20
07_2015,FL,100204,300 or more,31
07_2015,FL,100206,300 or more,23
07_2015,FL,100209,300 or more,24
07_2015,FL,100211,300 or more,30
07_2015,FL,100212,300 or more,33
07_2015,FL,100213,300 or more,31
07_2015,FL,100217,300 or more,38
07_2015,FL,100220,300 or more,31
07_2015,FL,100223,300 or more,29
07_2015,FL,100224,300 or more,27
07_2015,FL,100226,300 or more,28
07_2015,FL,100228,300 or more,27
07_2015,FL,100230,300 or more,24
07_2015,FL,100231,300 or more,33
07_2015,FL,100232,300 or more,29
07_2015,FL,100234,300 or more,26
07_2015,FL,100236,300 or more,35
07_2015,FL,100238,300 or more,28
07_2015,FL,100239,300 or more,28
07_2015,FL,100240,Fewer than 100,38
07_2015,FL,100242,300 or more,31
07_2015,FL,100243,300 or more,27
07_2015,FL,100244,300 or more,35
07_2015,FL,100246,300 or more,27
07_2015,FL,100248,300 or more,30
07_2015,FL,100249,300 or more,34
07_2015,FL,100252,300 or more,28
07_2015,FL,100253,300 or more,27
07_2015,FL,100254,300 or more,28
07_2015,FL,100255,300 or more,23
07_2015,FL,100256,300 or more,29
07_2015,FL,100258,300 or more,40
07_2015,FL,100259,300 or more,31
07_2015,FL,100260,300 or more,31
07_2015,FL,100264,300 or more,35
07_2015,FL,100265,300 or more,32
07_2015,FL,100266,300 or more,41
07_2015,FL,100267,300 or more,32
07_2015,FL,100268,300 or more,32
07_2015,FL,100269,300 or more,25
07_2015,FL,100275,300 or more,21
07_2015,FL,100276,300 or more,17
07_2015,FL,100277,Fewer than 100,12
07_2015,FL,100281,300 or more,23
07_2015,FL,100284,300 or more,21
07_2015,FL,100285,300 or more,21
07_2015,FL,100286,300 or more,38
07_2015,FL,100287,300 or more,36
07_2015,FL,100288,300 or more,35
07_2015,FL,100289,300 or more,30
07_2015,FL,100290,300 or more,43
07_2015,FL,100291,300 or more,28
07_2015,FL,100292,300 or more,34
07_2015,FL,100296,300 or more,24
07_2015,FL,100299,300 or more,34
07_2015,FL,100302,300 or more,25
07_2015,FL,100307,300 or more,28
07_2015,FL,100313,Between 100 and 299,36
07_2015,FL,100314,300 or more,19
07_2015,FL,100315,300 or more,44
07_2015,FL,100316,300 or more,31
07_2015,FL,100319,300 or more,31
07_2015,FL,100320,300 or more,30
07_2015,FL,100321,300 or more,30
07_2015,FL,100322,Not Available,Not Available
07_2015,FL,101300,Fewer than 100,27
07_2015,FL,101301,Not Available,Not Available
07_2015,FL,101302,Not Available,Not Available
07_2015,FL,101303,Not Available,Not Available
07_2015,FL,101304,Not Available,Not Available
07_2015,FL,101305,Not Available,Not Available
07_2015,FL,101307,Not Available,Not Available
07_2015,FL,101308,Between 100 and 299,25
07_2015,FL,101309,Fewer than 100,18
07_2015,FL,101310,Not Available,Not Available
07_2015,FL,101311,Fewer than 100,21
07_2015,FL,101312,Between 100 and 299,27
07_2015,FL,101313,Between 100 and 299,33
07_2015,GA,110001,300 or more,23
07_2015,GA,110002,300 or more,22
07_2015,GA,110003,300 or more,16
07_2015,GA,110004,300 or more,24
07_2015,GA,110005,300 or more,26
07_2015,GA,110006,300 or more,35
07_2015,GA,110007,300 or more,22
07_2015,GA,110008,300 or more,31
07_2015,GA,110010,300 or more,29
07_2015,GA,110011,300 or more,25
07_2015,GA,110015,300 or more,18
07_2015,GA,110016,300 or more,18
07_2015,GA,110018,300 or more,32
07_2015,GA,110023,300 or more,23
07_2015,GA,110024,300 or more,22
07_2015,GA,110025,300 or more,24
07_2015,GA,110026,Between 100 and 299,23
07_2015,GA,110027,Between 100 and 299,25
07_2015,GA,110028,300 or more,22
07_2015,GA,110029,300 or more,29
07_2015,GA,110030,300 or more,32
07_2015,GA,110031,300 or more,37
07_2015,GA,110032,300 or more,29
07_2015,GA,110034,300 or more,14
07_2015,GA,110035,300 or more,26
07_2015,GA,110036,300 or more,28
07_2015,GA,110038,300 or more,27
07_2015,GA,110039,300 or more,31
07_2015,GA,110040,Between 100 and 299,28
07_2015,GA,110041,300 or more,30
07_2015,GA,110042,300 or more,24
07_2015,GA,110043,300 or more,30
07_2015,GA,110044,300 or more,19
07_2015,GA,110045,300 or more,19
07_2015,GA,110046,300 or more,24
07_2015,GA,110050,Fewer than 100,22
07_2015,GA,110051,300 or more,40
07_2015,GA,110054,300 or more,19
07_2015,GA,110064,300 or more,15
07_2015,GA,110069,300 or more,35
07_2015,GA,110071,Between 100 and 299,25
07_2015,GA,110073,Between 100 and 299,20
07_2015,GA,110074,300 or more,24
07_2015,GA,110075,300 or more,20
07_2015,GA,110076,300 or more,17
07_2015,GA,110078,300 or more,23
07_2015,GA,110079,300 or more,14
07_2015,GA,110082,300 or more,34
07_2015,GA,110083,300 or more,29
07_2015,GA,110086,Between 100 and 299,27
07_2015,GA,110087,300 or more,21
07_2015,GA,110089,Between 100 and 299,18
07_2015,GA,110091,300 or more,30
07_2015,GA,110092,Between 100 and 299,26
07_2015,GA,110095,300 or more,19
07_2015,GA,110100,Between 100 and 299,26
07_2015,GA,110101,Fewer than 100,23
07_2015,GA,110104,300 or more,16
07_2015,GA,110105,300 or more,20
07_2015,GA,110107,300 or more,26
07_2015,GA,110109,Between 100 and 299,32
07_2015,GA,110111,Between 100 and 299,39
07_2015,GA,110113,Fewer than 100,28
07_2015,GA,110115,300 or more,33
07_2015,GA,110121,Between 100 and 299,30
07_2015,GA,110122,300 or more,34
07_2015,GA,110124,300 or more,15
07_2015,GA,110125,300 or more,31
07_2015,GA,110128,300 or more,30
07_2015,GA,110129,300 or more,29
07_2015,GA,110130,Between 100 and 299,13
07_2015,GA,110132,300 or more,26
07_2015,GA,110135,Between 100 and 299,33
07_2015,GA,110142,Between 100 and 299,25
07_2015,GA,110143,300 or more,18
07_2015,GA,110146,300 or more,21
07_2015,GA,110150,300 or more,31
07_2015,GA,110153,Between 100 and 299,36
07_2015,GA,110161,300 or more,24
07_2015,GA,110164,300 or more,32
07_2015,GA,110165,300 or more,14
07_2015,GA,110168,300 or more,39
07_2015,GA,110177,300 or more,32
07_2015,GA,110183,Between 100 and 299,15
07_2015,GA,110184,300 or more,21
07_2015,GA,110187,Between 100 and 299,33
07_2015,GA,110189,300 or more,40
07_2015,GA,110190,Fewer than 100,12
07_2015,GA,110191,300 or more,20
07_2015,GA,110192,300 or more,27
07_2015,GA,110194,Between 100 and 299,19
07_2015,GA,110198,300 or more,36
07_2015,GA,110200,300 or more,50
07_2015,GA,110201,300 or more,34
07_2015,GA,110205,Between 100 and 299,32
07_2015,GA,110209,Not Available,Not Available
07_2015,GA,110215,300 or more,26
07_2015,GA,110225,300 or more,25
07_2015,GA,110226,300 or more,12
07_2015,GA,110229,300 or more,21
07_2015,GA,110230,300 or more,28
07_2015,GA,110233,Between 100 and 299,26
07_2015,GA,110234,Fewer than 100,18
07_2015,GA,111300,Not Available,Not Available
07_2015,GA,111302,Not Available,Not Available
07_2015,GA,111303,Not Available,Not Available
07_2015,GA,111304,Fewer than 100,22
07_2015,GA,111305,Fewer than 100,18
07_2015,GA,111306,Fewer than 100,23
07_2015,GA,111308,Fewer than 100,21
07_2015,GA,111310,Fewer than 100,18
07_2015,GA,111313,Between 100 and 299,25
07_2015,GA,111314,Not Available,Not Available
07_2015,GA,111316,Not Available,Not Available
07_2015,GA,111318,Not Available,Not Available
07_2015,GA,111319,Not Available,Not Available
07_2015,GA,111320,Fewer than 100,22
07_2015,GA,111324,Fewer than 100,40
07_2015,GA,111325,Not Available,Not Available
07_2015,GA,111326,Fewer than 100,25
07_2015,GA,111327,Between 100 and 299,35
07_2015,GA,111328,Not Available,Not Available
07_2015,GA,111329,Not Available,Not Available
07_2015,GA,111330,Fewer than 100,17
07_2015,GA,111331,Fewer than 100,31
07_2015,GA,111332,Fewer than 100,32
07_2015,GA,111333,Fewer than 100,19
07_2015,GA,111334,Not Available,Not Available
07_2015,GA,111335,Between 100 and 299,17
07_2015,GA,111336,Fewer than 100,19
07_2015,HI,120001,300 or more,33
07_2015,HI,120002,300 or more,27
07_2015,HI,120004,300 or more,24
07_2015,HI,120005,300 or more,19
07_2015,HI,120006,300 or more,28
07_2015,HI,120007,300 or more,40
07_2015,HI,120011,300 or more,37
07_2015,HI,120014,300 or more,27
07_2015,HI,120019,300 or more,26
07_2015,HI,120022,300 or more,38
07_2015,HI,120026,300 or more,34
07_2015,HI,120028,Between 100 and 299,27
07_2015,HI,121300,Between 100 and 299,26
07_2015,HI,121301,Not Available,Not Available
07_2015,HI,121303,Not Available,Not Available
07_2015,HI,121304,Not Available,Not Available
07_2015,HI,121306,Not Available,Not Available
07_2015,HI,121308,Not Available,Not Available
07_2015,ID,130002,300 or more,33
07_2015,ID,130003,300 or more,37
07_2015,ID,130006,300 or more,36
07_2015,ID,130007,300 or more,34
07_2015,ID,130013,300 or more,31
07_2015,ID,130014,300 or more,39
07_2015,ID,130018,300 or more,36
07_2015,ID,130025,300 or more,38
07_2015,ID,130028,300 or more,34
07_2015,ID,130049,300 or more,27
07_2015,ID,130063,Between 100 and 299,51
07_2015,ID,130065,300 or more,50
07_2015,ID,130066,300 or more,58
07_2015,ID,130067,Fewer than 100,45
07_2015,ID,131301,Fewer than 100,36
07_2015,ID,131302,Fewer than 100,38
07_2015,ID,131303,Not Available,Not Available
07_2015,ID,131304,Not Available,Not Available
07_2015,ID,131305,Fewer than 100,37
07_2015,ID,131307,Fewer than 100,39
07_2015,ID,131308,Not Available,Not Available
07_2015,ID,131309,Fewer than 100,35
07_2015,ID,131310,Fewer than 100,27
07_2015,ID,131311,Between 100 and 299,29
07_2015,ID,131312,Between 100 and 299,44
07_2015,ID,131313,Not Available,Not Available
07_2015,ID,131314,Fewer than 100,36
07_2015,ID,131315,Fewer than 100,31
07_2015,ID,131316,Not Available,Not Available
07_2015,ID,131317,Fewer than 100,34
07_2015,ID,131318,Fewer than 100,18
07_2015,ID,131319,Not Available,Not Available
07_2015,ID,131320,Between 100 and 299,42
07_2015,ID,131321,Between 100 and 299,41
07_2015,ID,131322,Not Available,Not Available
07_2015,ID,131323,Between 100 and 299,42
07_2015,ID,131324,Fewer than 100,56
07_2015,ID,131325,300 or more,28
07_2015,ID,131326,300 or more,34
07_2015,ID,131327,300 or more,32
07_2015,ID,131328,300 or more,29
07_2015,IL,140001,300 or more,35
07_2015,IL,140002,300 or more,38
07_2015,IL,140007,300 or more,30
07_2015,IL,140008,300 or more,23
07_2015,IL,140010,300 or more,29
07_2015,IL,140011,300 or more,32
07_2015,IL,140012,300 or more,33
07_2015,IL,140013,300 or more,33
07_2015,IL,140015,300 or more,34
07_2015,IL,140018,300 or more,24
07_2015,IL,140019,Fewer than 100,22
07_2015,IL,140026,300 or more,32
07_2015,IL,140029,300 or more,31
07_2015,IL,140030,300 or more,31
07_2015,IL,140032,300 or more,39
07_2015,IL,140033,Not Available,Not Available
07_2015,IL,140034,300 or more,24
07_2015,IL,140040,300 or more,34
07_2015,IL,140043,300 or more,33
07_2015,IL,140046,300 or more,32
07_2015,IL,140048,300 or more,17
07_2015,IL,140049,300 or more,25
07_2015,IL,140052,300 or more,29
07_2015,IL,140053,300 or more,36
07_2015,IL,140054,300 or more,30
07_2015,IL,140058,300 or more,34
07_2015,IL,140059,Between 100 and 299,34
07_2015,IL,140062,300 or more,42
07_2015,IL,140063,300 or more,25
07_2015,IL,140064,300 or more,39
07_2015,IL,140065,300 or more,34
07_2015,IL,140067,300 or more,32
07_2015,IL,140068,Between 100 and 299,8
07_2015,IL,140077,Between 100 and 299,20
07_2015,IL,140080,300 or more,27
07_2015,IL,140082,300 or more,21
07_2015,IL,140083,Fewer than 100,6
07_2015,IL,140084,300 or more,24
07_2015,IL,140088,300 or more,22
07_2015,IL,140089,300 or more,40
07_2015,IL,140091,300 or more,33
07_2015,IL,140093,300 or more,30
07_2015,IL,140095,300 or more,11
07_2015,IL,140100,300 or more,33
07_2015,IL,140101,300 or more,30
07_2015,IL,140103,300 or more,8
07_2015,IL,140110,300 or more,32
07_2015,IL,140113,300 or more,39
07_2015,IL,140114,300 or more,21
07_2015,IL,140115,Between 100 and 299,16
07_2015,IL,140116,300 or more,33
07_2015,IL,140117,300 or more,27
07_2015,IL,140118,300 or more,29
07_2015,IL,140119,300 or more,26
07_2015,IL,140120,300 or more,32
07_2015,IL,140122,300 or more,34
07_2015,IL,140124,300 or more,15
07_2015,IL,140125,300 or more,30
07_2015,IL,140127,300 or more,35
07_2015,IL,140130,Between 100 and 299,31
07_2015,IL,140133,300 or more,23
07_2015,IL,140135,300 or more,33
07_2015,IL,140137,Between 100 and 299,29
07_2015,IL,140143,300 or more,37
07_2015,IL,140145,300 or more,40
07_2015,IL,140147,300 or more,33
07_2015,IL,140148,300 or more,36
07_2015,IL,140150,300 or more,13
07_2015,IL,140155,300 or more,30
07_2015,IL,140158,300 or more,24
07_2015,IL,140160,300 or more,27
07_2015,IL,140161,Between 100 and 299,28
07_2015,IL,140162,300 or more,39
07_2015,IL,140164,300 or more,30
07_2015,IL,140166,300 or more,32
07_2015,IL,140167,Between 100 and 299,31
07_2015,IL,140172,300 or more,21
07_2015,IL,140174,300 or more,29
07_2015,IL,140176,300 or more,30
07_2015,IL,140177,300 or more,14
07_2015,IL,140179,300 or more,28
07_2015,IL,140180,300 or more,28
07_2015,IL,140181,300 or more,21
07_2015,IL,140182,300 or more,23
07_2015,IL,140184,300 or more,29
07_2015,IL,140185,300 or more,28
07_2015,IL,140186,300 or more,36
07_2015,IL,140187,300 or more,31
07_2015,IL,140189,300 or more,30
07_2015,IL,140191,300 or more,28
07_2015,IL,140197,Fewer than 100,13
07_2015,IL,140200,300 or more,29
07_2015,IL,140202,300 or more,27
07_2015,IL,140206,300 or more,7
07_2015,IL,140208,300 or more,26
07_2015,IL,140209,300 or more,30
07_2015,IL,140210,300 or more,29
07_2015,IL,140211,300 or more,26
07_2015,IL,140213,300 or more,30
07_2015,IL,140217,300 or more,32
07_2015,IL,140223,300 or more,30
07_2015,IL,140224,300 or more,29
07_2015,IL,140228,300 or more,34
07_2015,IL,140231,300 or more,34
07_2015,IL,140233,300 or more,39
07_2015,IL,140234,300 or more,40
07_2015,IL,140239,300 or more,31
07_2015,IL,140240,300 or more,25
07_2015,IL,140242,300 or more,21
07_2015,IL,140250,300 or more,22
07_2015,IL,140251,300 or more,21
07_2015,IL,140252,300 or more,34
07_2015,IL,140258,300 or more,29
07_2015,IL,140275,300 or more,30
07_2015,IL,140276,300 or more,22
07_2015,IL,140280,300 or more,31
07_2015,IL,140281,300 or more,28
07_2015,IL,140286,300 or more,29
07_2015,IL,140288,300 or more,34
07_2015,IL,140289,300 or more,39
07_2015,IL,140290,300 or more,29
07_2015,IL,140291,300 or more,36
07_2015,IL,140292,300 or more,17
07_2015,IL,140294,300 or more,37
07_2015,IL,140300,Between 100 and 299,19
07_2015,IL,140304,300 or more,19
07_2015,IL,141300,Not Available,Not Available
07_2015,IL,141301,Between 100 and 299,32
07_2015,IL,141302,Not Available,Not Available
07_2015,IL,141303,Fewer than 100,32
07_2015,IL,141304,Not Available,Not Available
07_2015,IL,141305,Fewer than 100,30
07_2015,IL,141306,Fewer than 100,53
07_2015,IL,141307,Between 100 and 299,38
07_2015,IL,141309,Fewer than 100,41
07_2015,IL,141310,Between 100 and 299,52
07_2015,IL,141311,Between 100 and 299,34
07_2015,IL,141312,Between 100 and 299,35
07_2015,IL,141313,Fewer than 100,39
07_2015,IL,141315,Fewer than 100,37
07_2015,IL,141316,Between 100 and 299,34
07_2015,IL,141317,300 or more,40
07_2015,IL,141318,Fewer than 100,41
07_2015,IL,141319,300 or more,39
07_2015,IL,141320,Between 100 and 299,32
07_2015,IL,141321,Not Available,Not Available
07_2015,IL,141322,Between 100 and 299,34
07_2015,IL,141323,Between 100 and 299,36
07_2015,IL,141324,Not Available,Not Available
07_2015,IL,141325,Between 100 and 299,39
07_2015,IL,141326,Not Available,Not Available
07_2015,IL,141327,Between 100 and 299,47
07_2015,IL,141328,Not Available,Not Available
07_2015,IL,141329,Fewer than 100,17
07_2015,IL,141330,Not Available,Not Available
07_2015,IL,141331,Not Available,Not Available
07_2015,IL,141332,Fewer than 100,26
07_2015,IL,141333,Not Available,Not Available
07_2015,IL,141334,Between 100 and 299,29
07_2015,IL,141335,Not Available,Not Available
07_2015,IL,141336,Between 100 and 299,47
07_2015,IL,141337,Between 100 and 299,35
07_2015,IL,141338,Between 100 and 299,50
07_2015,IL,141339,Between 100 and 299,36
07_2015,IL,141340,Between 100 and 299,28
07_2015,IL,141341,Not Available,Not Available
