SURVEY_NAME,QUESTION_ID,QUESTION_TXT,ANSWER_TXT,NUM_RESPONSES,TOTAL_RESPONSES
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,"I received a letter requesting documents for the audit in February. I emailed the docs at the beginning of March to the email address provided. I then received a final notice letter in May saying that I never sent the documents. There was no number to call so I again had to go back through the email that I sent the docs to. After again receiving no response, I called the general number and was transferred several times before being able to leave a message. It s as though no one works in an office there. I then received a phone call from the person handling my audit. They said the docs were never received and to send them again and they would watch for them. The Secretary or whomever gets the emails then called to schedule the audit appointment. She was extremely unprofessional. What this comes down to is the Secretary or whomever gets the emails- reginia.p.1, did not do her job initially and drug this process out much longer than it should have been. The actual audit took 2 minutes. It was literally 2 minutes on the phone.",1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,"I received a letter stating I needed to provide 10 items, many of which I wasn't even sure what to provide.  After spending a few frustrating hours trying to assemble data, I finally called in and was told I didn't need to worry about most of the items as they didn't apply to us.  I wish that would have been made clear to just call in first before starting to ensure I didn't waste time trying to assemble data that wasn't needed.  ",1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,I received the audit results which said I did not report 2 independent contractors.  I was given no explanation as to why the auditor classified the 2 independent contractors as employees.  The only reason would be that they use their social security number as their ID.  This does not make them employees.,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,I still have no idea what the findings mean. ,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,I took the day off work only to find out that it was going to be done online,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,I used vacation time from my full time employment and I basically sat there for 1 hour while they scanned in my documents. This could have easily been handled by emailing all the requested information with a questionnaire and follow up email or phone call.,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,"I was a little confused about what was needed, and for what purpose. I got a call out of the blue, answered some questions, and that was done. I had to scan and send a document to answer a follow-up email. I don't know what my answers meant to them or what the results of the audit were. The whole thing left me feeling uncertain and confused.",1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,"I was not able to send the information the auditor wanted electronically, so he worked with my accountant.  That worked out well, but I never received any correspondence after the audit so I don t know what the results were.  It would be nice to get a letter or at least an email explaining what he found.",1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,"I was once an Unemployment auditor, so I am familiar with the other side of the coin. Jimmy was great in his completing of the audit and very professional. Jimmy was in, completed the audit, and completed the exit interview in no time. ",1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,I was pleasantly surprised as how professional and easy the process was.,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,I was very pleased with the explanations of things I did not know.  I appreciated the time he took to explain.,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,I wish the auditor would have called to review the audit results. I read through everything and didn't get a clear answer of how it went.,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,"In general our auditor was very helpful, taking time to explain the findings and how we can improve our processes for next time. ",1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,Initial Letter of Notification is slightly confusing. Schedulers are of no help.,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,"Initially reported incorrectly to us which caused more work, but then corrected his mistake.",1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,It takes an immense amount of time to dig through paper and computer files to assemble the necessary documents for the audit.,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,It was a simple audit. Very professional and quick,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,It was painless. Thanks,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,It was very detailed and everyone I worked with was very polite and professional. ,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,"Jeff's and I agreed that he would not change the wages reported for 2022 BUT he did and under reported us by $200,000 which increased our credit over $3,000. I called to put the wages back to original 2022 reported. When I verified the info on the web 2 days after the report, we owed money.  Then I called him, he said they could not correct the credit because the refund check had been issued already.  We pay our total due annually in Dec. ",1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,Jeffery was a pleasure to work with. He was very professional and communicated very well.,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,Jeremy was awesome and patient! I had no idea what I was doing and he explained everything and told me if I need any help to email or call. ,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,"Just a pain in the ass to do, took focus away from my day to day business operations- but I do understand the need for audits.",1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,Just never got a final outcome just saw we owed a very small amount and all is well. Overall very nice folks and fairly simple process thanks,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,Ken Fox was professional and very informative.,1,314
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148551,Please elaborate on any responses of Poor or Very Poor or Unsatisfied or Very Unsatisfied.,Ken was very knowledgeable.  I had to slow him down so I could understand.  First time audit for me.  I really liked him because he knew and guided me to exactly what he needed.  Concise and accomidating!,1,314
